Timestamp,UTC,Callsign,Position
1531513623,2018-07-13T20:27:03Z,KNE434,"19.648682,40.667854"
1531513684,2018-07-13T20:28:04Z,KNE434,"19.725906,40.554607"
1531513745,2018-07-13T20:29:05Z,KNE434,"19.804871,40.439007"
1531513812,2018-07-13T20:30:12Z,KNE434,"19.890934,40.312782"
1531513824,2018-07-13T20:30:24Z,KNE434,"19.905132,40.291859"
1531513917,2018-07-13T20:31:57Z,KNE434,"20.040506,40.138351"
1531513978,2018-07-13T20:32:58Z,KNE434,"20.145264,40.053356"
1531514041,2018-07-13T20:34:01Z,KNE434,"20.254087,39.965065"
1531514108,2018-07-13T20:35:08Z,KNE434,"20.368057,39.872375"
1531514168,2018-07-13T20:36:08Z,KNE434,"20.468647,39.790932"
1531514183,2018-07-13T20:36:23Z,KNE434,"20.495132,39.774136"
1531514192,2018-07-13T20:36:32Z,KNE434,"20.51236,39.764767"
1531514256,2018-07-13T20:37:36Z,KNE434,"20.626831,39.702194"
1531514285,2018-07-13T20:38:05Z,KNE434,"20.679977,39.673103"
1531514319,2018-07-13T20:38:39Z,KNE434,"20.737564,39.641518"
1531514353,2018-07-13T20:39:13Z,KNE434,"20.793137,39.611206"
1531514386,2018-07-13T20:39:46Z,KNE434,"20.849026,39.580746"
1531514415,2018-07-13T20:40:15Z,KNE434,"20.899612,39.553085"
1531514449,2018-07-13T20:40:49Z,KNE434,"20.948685,39.526257"
1531514483,2018-07-13T20:41:23Z,KNE434,"20.994127,39.501442"
1531514494,2018-07-13T20:41:34Z,KNE434,"21.008881,39.493397"
1531514509,2018-07-13T20:41:49Z,KNE434,"21.028669,39.482517"
1531514584,2018-07-13T20:43:04Z,KNE434,"21.120146,39.432171"
1531514596,2018-07-13T20:43:16Z,KNE434,"21.134308,39.424438"
1531514609,2018-07-13T20:43:29Z,KNE434,"21.149193,39.416302"
1531514620,2018-07-13T20:43:40Z,KNE434,"21.161774,39.409458"
1531514634,2018-07-13T20:43:54Z,KNE434,"21.176287,39.401501"
1531514645,2018-07-13T20:44:05Z,KNE434,"21.18895,39.394581"
1531514658,2018-07-13T20:44:18Z,KNE434,"21.202698,39.387035"
1531514684,2018-07-13T20:44:44Z,KNE434,"21.226936,39.373779"
1531514695,2018-07-13T20:44:55Z,KNE434,"21.239086,39.367065"
1531514710,2018-07-13T20:45:10Z,KNE434,"21.253372,39.359169"
1531514724,2018-07-13T20:45:24Z,KNE434,"21.267609,39.35133"
1531514739,2018-07-13T20:45:39Z,KNE434,"21.278469,39.345295"
1531514751,2018-07-13T20:45:51Z,KNE434,"21.289673,39.339096"
1531514764,2018-07-13T20:46:04Z,KNE434,"21.300339,39.333202"
1531514775,2018-07-13T20:46:15Z,KNE434,"21.311476,39.327087"
1531514794,2018-07-13T20:46:34Z,KNE434,"21.327301,39.318272"
1531514807,2018-07-13T20:46:47Z,KNE434,"21.337921,39.312378"
1531514822,2018-07-13T20:47:02Z,KNE434,"21.351742,39.304657"
1531514830,2018-07-13T20:47:10Z,KNE434,"21.359283,39.300488"
1531514843,2018-07-13T20:47:23Z,KNE434,"21.37055,39.294231"
1531514849,2018-07-13T20:47:29Z,KNE434,"21.376228,39.291126"
1531514861,2018-07-13T20:47:41Z,KNE434,"21.387085,39.28516"
1531514877,2018-07-13T20:47:57Z,KNE434,"21.399765,39.277622"
1531514885,2018-07-13T20:48:05Z,KNE434,"21.407318,39.271828"
1531514892,2018-07-13T20:48:12Z,KNE434,"21.412121,39.26778"
1531514902,2018-07-13T20:48:22Z,KNE434,"21.420914,39.261341"
1531514913,2018-07-13T20:48:33Z,KNE434,"21.42952,39.256748"
1531514919,2018-07-13T20:48:39Z,KNE434,"21.434967,39.25425"
1531514932,2018-07-13T20:48:52Z,KNE434,"21.445633,39.249706"
1531514938,2018-07-13T20:48:58Z,KNE434,"21.451458,39.247387"
1531514951,2018-07-13T20:49:11Z,KNE434,"21.462118,39.243214"
1531514960,2018-07-13T20:49:20Z,KNE434,"21.471176,39.239819"
1531514972,2018-07-13T20:49:32Z,KNE434,"21.48262,39.235275"
1531514980,2018-07-13T20:49:40Z,KNE434,"21.490128,39.232227"
1531514986,2018-07-13T20:49:46Z,KNE434,"21.49638,39.229736"
1531514992,2018-07-13T20:49:52Z,KNE434,"21.502293,39.227497"
1531514999,2018-07-13T20:49:59Z,KNE434,"21.506744,39.225784"
1531515005,2018-07-13T20:50:05Z,KNE434,"21.512512,39.223537"
1531515011,2018-07-13T20:50:11Z,KNE434,"21.518167,39.221294"
1531515020,2018-07-13T20:50:20Z,KNE434,"21.52478,39.218693"
1531515029,2018-07-13T20:50:29Z,KNE434,"21.533203,39.215347"
1531515036,2018-07-13T20:50:36Z,KNE434,"21.538513,39.2132"
1531515042,2018-07-13T20:50:42Z,KNE434,"21.545563,39.210453"
1531515050,2018-07-13T20:50:50Z,KNE434,"21.550598,39.208458"
1531515057,2018-07-13T20:50:57Z,KNE434,"21.55862,39.205322"
1531515065,2018-07-13T20:51:05Z,KNE434,"21.563648,39.203339"
1531515071,2018-07-13T20:51:11Z,KNE434,"21.567673,39.201767"
1531515079,2018-07-13T20:51:19Z,KNE434,"21.572773,39.19978"
1531515086,2018-07-13T20:51:26Z,KNE434,"21.578796,39.197372"
1531515507,2018-07-13T20:58:27Z,KNE434,"21.701349,39.145329"
1531515562,2018-07-13T20:59:22Z,KNE434,"21.701248,39.14505"
1531598539,2018-07-14T20:02:19Z,KNE434,"18.244183,42.645172"
1531598554,2018-07-14T20:02:34Z,KNE434,"18.244629,42.645565"
1531598597,2018-07-14T20:03:17Z,KNE434,"18.246836,42.644855"
1531598628,2018-07-14T20:03:48Z,KNE434,"18.248497,42.643787"
1531598634,2018-07-14T20:03:54Z,KNE434,"18.24876,42.643764"
1531598775,2018-07-14T20:06:15Z,KNE434,"18.249023,42.643764"
1531598785,2018-07-14T20:06:25Z,KNE434,"18.249252,42.643814"
1531598792,2018-07-14T20:06:32Z,KNE434,"18.249527,42.643986"
1531598799,2018-07-14T20:06:39Z,KNE434,"18.249746,42.64418"
1531598807,2018-07-14T20:06:47Z,KNE434,"18.249802,42.644474"
1531598814,2018-07-14T20:06:54Z,KNE434,"18.248875,42.643764"
1531598856,2018-07-14T20:07:36Z,KNE434,"18.249256,42.645107"
1531598863,2018-07-14T20:07:43Z,KNE434,"18.248131,42.646561"
1531598871,2018-07-14T20:07:51Z,KNE434,"18.246277,42.648975"
1531598879,2018-07-14T20:07:59Z,KNE434,"18.243416,42.652653"
1531598885,2018-07-14T20:08:05Z,KNE434,"18.240784,42.656067"
1531598893,2018-07-14T20:08:13Z,KNE434,"18.237362,42.6605"
1531598901,2018-07-14T20:08:21Z,KNE434,"18.232361,42.666973"
1531598913,2018-07-14T20:08:33Z,KNE434,"18.225992,42.674744"
1531598919,2018-07-14T20:08:39Z,KNE434,"18.221617,42.67794"
1531598929,2018-07-14T20:08:49Z,KNE434,"18.214462,42.679924"
1531598950,2018-07-14T20:09:10Z,KNE434,"18.198433,42.672497"
1531598956,2018-07-14T20:09:16Z,KNE434,"18.195648,42.667614"
1531598963,2018-07-14T20:09:23Z,KNE434,"18.194138,42.661873"
1531598969,2018-07-14T20:09:29Z,KNE434,"18.19368,42.656185"
1531598975,2018-07-14T20:09:35Z,KNE434,"18.193542,42.650349"
1531598981,2018-07-14T20:09:41Z,KNE434,"18.193588,42.643925"
1531598990,2018-07-14T20:09:50Z,KNE434,"18.19368,42.634357"
1531599019,2018-07-14T20:10:19Z,KNE434,"18.193359,42.602428"
1531599033,2018-07-14T20:10:33Z,KNE434,"18.192894,42.5895"
1531599045,2018-07-14T20:10:45Z,KNE434,"18.193686,42.577267"
1531599052,2018-07-14T20:10:52Z,KNE434,"18.194803,42.571022"
1531599059,2018-07-14T20:10:59Z,KNE434,"18.196199,42.564232"
1531599065,2018-07-14T20:11:05Z,KNE434,"18.197662,42.557552"
1531599079,2018-07-14T20:11:19Z,KNE434,"18.201553,42.540092"
1531599090,2018-07-14T20:11:30Z,KNE434,"18.204987,42.524937"
1531599104,2018-07-14T20:11:44Z,KNE434,"18.208282,42.510075"
1531599116,2018-07-14T20:11:56Z,KNE434,"18.21184,42.49437"
1531599129,2018-07-14T20:12:09Z,KNE434,"18.215469,42.478588"
1531599162,2018-07-14T20:12:42Z,KNE434,"18.225494,42.435379"
1531599195,2018-07-14T20:13:15Z,KNE434,"18.235676,42.391445"
1531599228,2018-07-14T20:13:48Z,KNE434,"18.245405,42.350746"
1531599258,2018-07-14T20:14:18Z,KNE434,"18.255524,42.309624"
1531599289,2018-07-14T20:14:49Z,KNE434,"18.266739,42.267101"
1531599314,2018-07-14T20:15:14Z,KNE434,"18.277359,42.233997"
1531599321,2018-07-14T20:15:21Z,KNE434,"18.284637,42.223698"
1531599328,2018-07-14T20:15:28Z,KNE434,"18.290792,42.217113"
1531599335,2018-07-14T20:15:35Z,KNE434,"18.296938,42.210819"
1531599341,2018-07-14T20:15:41Z,KNE434,"18.303452,42.204224"
1531599402,2018-07-14T20:16:42Z,KNE434,"18.37207,42.132912"
1531599464,2018-07-14T20:17:44Z,KNE434,"18.448746,42.051937"
1531599525,2018-07-14T20:18:45Z,KNE434,"18.5263,41.970272"
1531599589,2018-07-14T20:19:49Z,KNE434,"18.604706,41.887337"
1531599649,2018-07-14T20:20:49Z,KNE434,"18.689512,41.797535"
1531599712,2018-07-14T20:21:52Z,KNE434,"18.784698,41.696304"
1531599772,2018-07-14T20:22:52Z,KNE434,"18.881836,41.59306"
1531599834,2018-07-14T20:23:54Z,KNE434,"18.978462,41.49017"
1531599898,2018-07-14T20:24:58Z,KNE434,"19.079016,41.382751"
1531599959,2018-07-14T20:25:59Z,KNE434,"19.176962,41.27808"
1531600021,2018-07-14T20:27:01Z,KNE434,"19.273041,41.17519"
1531600048,2018-07-14T20:27:28Z,KNE434,"19.315176,41.129868"
1531600138,2018-07-14T20:28:58Z,KNE434,"19.456467,40.978218"
1531600199,2018-07-14T20:29:59Z,KNE434,"19.550404,40.877232"
1531600262,2018-07-14T20:31:02Z,KNE434,"19.650166,40.769615"
1531600322,2018-07-14T20:32:02Z,KNE434,"19.744858,40.667366"
1531600387,2018-07-14T20:33:07Z,KNE434,"19.844521,40.559628"
1531600447,2018-07-14T20:34:07Z,KNE434,"19.938789,40.457603"
1531600511,2018-07-14T20:35:11Z,KNE434,"20.038736,40.349037"
1531600571,2018-07-14T20:36:11Z,KNE434,"20.132263,40.247433"
1531600634,2018-07-14T20:37:14Z,KNE434,"20.232115,40.138649"
1531600695,2018-07-14T20:38:15Z,KNE434,"20.326904,40.03521"
1531600758,2018-07-14T20:39:18Z,KNE434,"20.423904,39.929073"
1531600818,2018-07-14T20:40:18Z,KNE434,"20.513662,39.830685"
1531600883,2018-07-14T20:41:23Z,KNE434,"20.606918,39.72813"
1531600915,2018-07-14T20:41:55Z,KNE434,"20.653336,39.677223"
1531600949,2018-07-14T20:42:29Z,KNE434,"20.697777,39.628284"
1531600982,2018-07-14T20:43:02Z,KNE434,"20.741913,39.579769"
1531601015,2018-07-14T20:43:35Z,KNE434,"20.784597,39.5355"
1531601021,2018-07-14T20:43:41Z,KNE434,"20.793814,39.52916"
1531601027,2018-07-14T20:43:47Z,KNE434,"20.80394,39.523708"
1531601037,2018-07-14T20:43:57Z,KNE434,"20.818771,39.517136"
1531601043,2018-07-14T20:44:03Z,KNE434,"20.829241,39.51263"
1531601049,2018-07-14T20:44:09Z,KNE434,"20.840738,39.507687"
1531601059,2018-07-14T20:44:19Z,KNE434,"20.857405,39.500443"
1531601239,2018-07-14T20:47:19Z,KNE434,"21.099476,39.394329"
1531601251,2018-07-14T20:47:31Z,KNE434,"21.112747,39.388535"
1531601262,2018-07-14T20:47:42Z,KNE434,"21.126068,39.382641"
1531601276,2018-07-14T20:47:56Z,KNE434,"21.138674,39.377087"
1531601287,2018-07-14T20:48:07Z,KNE434,"21.151978,39.371155"
1531601308,2018-07-14T20:48:28Z,KNE434,"21.173773,39.361622"
1531601320,2018-07-14T20:48:40Z,KNE434,"21.186016,39.356487"
1531601332,2018-07-14T20:48:52Z,KNE434,"21.198492,39.351349"
1531601346,2018-07-14T20:49:06Z,KNE434,"21.210968,39.346264"
1531601357,2018-07-14T20:49:17Z,KNE434,"21.22316,39.341293"
1531601369,2018-07-14T20:49:29Z,KNE434,"21.23485,39.336548"
1531601382,2018-07-14T20:49:42Z,KNE434,"21.247284,39.331455"
1531601393,2018-07-14T20:49:53Z,KNE434,"21.259243,39.32663"
1531601407,2018-07-14T20:50:07Z,KNE434,"21.271088,39.321766"
1531601419,2018-07-14T20:50:19Z,KNE434,"21.283358,39.316711"
1531601431,2018-07-14T20:50:31Z,KNE434,"21.294754,39.312027"
1531601443,2018-07-14T20:50:43Z,KNE434,"21.306656,39.307133"
1531601455,2018-07-14T20:50:55Z,KNE434,"21.318691,39.302166"
1531601471,2018-07-14T20:51:11Z,KNE434,"21.333168,39.296162"
1531601482,2018-07-14T20:51:22Z,KNE434,"21.344574,39.291485"
1531601495,2018-07-14T20:51:35Z,KNE434,"21.356461,39.28656"
1531601511,2018-07-14T20:51:51Z,KNE434,"21.37055,39.28075"
1531601517,2018-07-14T20:51:57Z,KNE434,"21.376373,39.27837"
1531601523,2018-07-14T20:52:03Z,KNE434,"21.381958,39.276024"
1531601535,2018-07-14T20:52:15Z,KNE434,"21.393732,39.271191"
1531601541,2018-07-14T20:52:21Z,KNE434,"21.399536,39.268833"
1531601547,2018-07-14T20:52:27Z,KNE434,"21.404755,39.266685"
1531601556,2018-07-14T20:52:36Z,KNE434,"21.41361,39.263153"
1531601568,2018-07-14T20:52:48Z,KNE434,"21.424923,39.25827"
1531601578,2018-07-14T20:52:58Z,KNE434,"21.433777,39.254452"
1531601590,2018-07-14T20:53:10Z,KNE434,"21.445587,39.249805"
1531601596,2018-07-14T20:53:16Z,KNE434,"21.451355,39.247608"
1531601602,2018-07-14T20:53:22Z,KNE434,"21.457443,39.245213"
1531601612,2018-07-14T20:53:32Z,KNE434,"21.466278,39.241714"
1531601618,2018-07-14T20:53:38Z,KNE434,"21.472219,39.239349"
1531601624,2018-07-14T20:53:44Z,KNE434,"21.477814,39.237122"
1531601630,2018-07-14T20:53:50Z,KNE434,"21.483765,39.234772"
1531601636,2018-07-14T20:53:56Z,KNE434,"21.489716,39.232426"
1531601642,2018-07-14T20:54:02Z,KNE434,"21.496054,39.229992"
1531601651,2018-07-14T20:54:11Z,KNE434,"21.50473,39.226585"
1531601658,2018-07-14T20:54:18Z,KNE434,"21.510498,39.224289"
1531601664,2018-07-14T20:54:24Z,KNE434,"21.516586,39.22184"
1531601670,2018-07-14T20:54:30Z,KNE434,"21.522263,39.219593"
1531601679,2018-07-14T20:54:39Z,KNE434,"21.530731,39.216297"
1531601685,2018-07-14T20:54:45Z,KNE434,"21.536087,39.214199"
1531601691,2018-07-14T20:54:51Z,KNE434,"21.541536,39.212036"
1531601697,2018-07-14T20:54:57Z,KNE434,"21.547028,39.209904"
1531601703,2018-07-14T20:55:03Z,KNE434,"21.552151,39.207867"
1531601710,2018-07-14T20:55:10Z,KNE434,"21.557735,39.205677"
1531601721,2018-07-14T20:55:21Z,KNE434,"21.566673,39.202168"
1531601729,2018-07-14T20:55:29Z,KNE434,"21.574541,39.199017"
1531601743,2018-07-14T20:55:43Z,KNE434,"21.585621,39.194691"
1531601751,2018-07-14T20:55:51Z,KNE434,"21.590416,39.19281"
1531601757,2018-07-14T20:55:57Z,KNE434,"21.595072,39.190979"
1531601769,2018-07-14T20:56:09Z,KNE434,"21.604195,39.187366"
1531601779,2018-07-14T20:56:19Z,KNE434,"21.612528,39.184113"
1531601785,2018-07-14T20:56:25Z,KNE434,"21.616379,39.18259"
1531601793,2018-07-14T20:56:33Z,KNE434,"21.620499,39.180943"
1531601805,2018-07-14T20:56:45Z,KNE434,"21.627594,39.178146"
1531601816,2018-07-14T20:56:56Z,KNE434,"21.635105,39.175213"
1531601828,2018-07-14T20:57:08Z,KNE434,"21.642136,39.172413"
1531601839,2018-07-14T20:57:19Z,KNE434,"21.649025,39.169666"
1531601846,2018-07-14T20:57:26Z,KNE434,"21.652725,39.168209"
1531601859,2018-07-14T20:57:39Z,KNE434,"21.660141,39.16531"
1531601875,2018-07-14T20:57:55Z,KNE434,"21.670441,39.161278"
1531601882,2018-07-14T20:58:02Z,KNE434,"21.673325,39.16013"
1531601891,2018-07-14T20:58:11Z,KNE434,"21.676794,39.158756"
1531601900,2018-07-14T20:58:20Z,KNE434,"21.679831,39.157562"
1531601909,2018-07-14T20:58:29Z,KNE434,"21.68231,39.156582"
1531601923,2018-07-14T20:58:43Z,KNE434,"21.685568,39.155285"
1531601932,2018-07-14T20:58:52Z,KNE434,"21.688303,39.154205"
1531601938,2018-07-14T20:58:58Z,KNE434,"21.689632,39.153687"
1531602059,2018-07-14T21:00:59Z,KNE434,"21.698696,39.147007"
1531602066,2018-07-14T21:01:06Z,KNE434,"21.698999,39.146893"
1531602086,2018-07-14T21:01:26Z,KNE434,"21.70031,39.146385"
1531602095,2018-07-14T21:01:35Z,KNE434,"21.70092,39.14613"
1531602104,2018-07-14T21:01:44Z,KNE434,"21.701618,39.145863"
1531602132,2018-07-14T21:02:12Z,KNE434,"21.702316,39.145573"
1531602214,2018-07-14T21:03:34Z,KNE434,"21.702404,39.1451"
1531602226,2018-07-14T21:03:46Z,KNE434,"21.70229,39.144798"
1531948361,2018-07-18T21:12:41Z,KNE434,"18.469574,42.196476"
1531948395,2018-07-18T21:13:15Z,KNE434,"18.517593,42.152237"
1531948447,2018-07-18T21:14:07Z,KNE434,"18.592545,42.082981"
1531948511,2018-07-18T21:15:11Z,KNE434,"18.692413,41.990726"
1531948573,2018-07-18T21:16:13Z,KNE434,"18.785019,41.905094"
1531948637,2018-07-18T21:17:17Z,KNE434,"18.883636,41.813515"
1531948698,2018-07-18T21:18:18Z,KNE434,"18.979202,41.72485"
1531948760,2018-07-18T21:19:20Z,KNE434,"19.075478,41.635239"
1531948821,2018-07-18T21:20:21Z,KNE434,"19.170631,41.546547"
1531948883,2018-07-18T21:21:23Z,KNE434,"19.266994,41.456608"
1531948944,2018-07-18T21:22:24Z,KNE434,"19.362333,41.36747"
1531949009,2018-07-18T21:23:29Z,KNE434,"19.463425,41.272888"
1531949069,2018-07-18T21:24:29Z,KNE434,"19.557999,41.184212"
1531949131,2018-07-18T21:25:31Z,KNE434,"19.653305,41.094803"
1531949195,2018-07-18T21:26:35Z,KNE434,"19.75272,41.001225"
1531949259,2018-07-18T21:27:39Z,KNE434,"19.85141,40.908241"
1531949319,2018-07-18T21:28:39Z,KNE434,"19.945404,40.819458"
1531949382,2018-07-18T21:29:42Z,KNE434,"20.042601,40.727665"
1531949419,2018-07-18T21:30:19Z,KNE434,"20.096415,40.670338"
1531949425,2018-07-18T21:30:25Z,KNE434,"20.103724,40.659653"
1531949431,2018-07-18T21:30:31Z,KNE434,"20.110977,40.64809"
1531949507,2018-07-18T21:31:47Z,KNE434,"20.19734,40.506493"
1531949551,2018-07-18T21:32:31Z,KNE434,"20.246796,40.425175"
1531949641,2018-07-18T21:34:01Z,KNE434,"20.347458,40.259205"
1531949700,2018-07-18T21:35:00Z,KNE434,"20.412876,40.151234"
1531949763,2018-07-18T21:36:03Z,KNE434,"20.47522,40.047962"
1531949825,2018-07-18T21:37:05Z,KNE434,"20.53801,39.943691"
1531949888,2018-07-18T21:38:08Z,KNE434,"20.597597,39.844864"
1531949949,2018-07-18T21:39:09Z,KNE434,"20.656019,39.747787"
1531949981,2018-07-18T21:39:41Z,KNE434,"20.68409,39.700893"
1531950011,2018-07-18T21:40:11Z,KNE434,"20.710718,39.656498"
1531950044,2018-07-18T21:40:44Z,KNE434,"20.736786,39.612972"
1531950073,2018-07-18T21:41:13Z,KNE434,"20.761553,39.571556"
1531950098,2018-07-18T21:41:38Z,KNE434,"20.781292,39.541294"
1531950108,2018-07-18T21:41:48Z,KNE434,"20.792744,39.531155"
1531950117,2018-07-18T21:41:57Z,KNE434,"20.805313,39.524364"
1531950125,2018-07-18T21:42:05Z,KNE434,"20.81332,39.520767"
1531950134,2018-07-18T21:42:14Z,KNE434,"20.825912,39.515369"
1531950142,2018-07-18T21:42:22Z,KNE434,"20.836945,39.510712"
1531950173,2018-07-18T21:42:53Z,KNE434,"20.878214,39.493053"
1531950204,2018-07-18T21:43:24Z,KNE434,"20.917419,39.47628"
1531950234,2018-07-18T21:43:54Z,KNE434,"20.955164,39.460243"
1531950247,2018-07-18T21:44:07Z,KNE434,"20.971178,39.453403"
1531950258,2018-07-18T21:44:18Z,KNE434,"20.985609,39.447208"
1531950271,2018-07-18T21:44:31Z,KNE434,"21.00032,39.440918"
1531950284,2018-07-18T21:44:44Z,KNE434,"21.015867,39.434227"
1531950295,2018-07-18T21:44:55Z,KNE434,"21.030762,39.427883"
1531950313,2018-07-18T21:45:13Z,KNE434,"21.04985,39.419796"
1531950323,2018-07-18T21:45:23Z,KNE434,"21.064516,39.413555"
1531950334,2018-07-18T21:45:34Z,KNE434,"21.078714,39.407398"
1531950349,2018-07-18T21:45:49Z,KNE434,"21.093979,39.400917"
1531950358,2018-07-18T21:45:58Z,KNE434,"21.104923,39.39621"
1531950368,2018-07-18T21:46:08Z,KNE434,"21.119385,39.390079"
1531950383,2018-07-18T21:46:23Z,KNE434,"21.134445,39.38369"
1531950394,2018-07-18T21:46:34Z,KNE434,"21.148407,39.377747"
1531950407,2018-07-18T21:46:47Z,KNE434,"21.163578,39.371288"
1531950419,2018-07-18T21:46:59Z,KNE434,"21.178299,39.364964"
1531950430,2018-07-18T21:47:10Z,KNE434,"21.192348,39.358929"
1531950447,2018-07-18T21:47:27Z,KNE434,"21.211304,39.35078"
1531950459,2018-07-18T21:47:39Z,KNE434,"21.225677,39.344688"
1531950471,2018-07-18T21:47:51Z,KNE434,"21.240097,39.338497"
1531950484,2018-07-18T21:48:04Z,KNE434,"21.255066,39.332104"
1531950493,2018-07-18T21:48:13Z,KNE434,"21.269066,39.326172"
1531950506,2018-07-18T21:48:26Z,KNE434,"21.283356,39.320068"
1531950513,2018-07-18T21:48:33Z,KNE434,"21.290386,39.317017"
1531950524,2018-07-18T21:48:44Z,KNE434,"21.301559,39.312237"
1531950536,2018-07-18T21:48:56Z,KNE434,"21.315758,39.306183"
1531950547,2018-07-18T21:49:07Z,KNE434,"21.330376,39.299927"
1531950553,2018-07-18T21:49:13Z,KNE434,"21.337418,39.296947"
1531950561,2018-07-18T21:49:21Z,KNE434,"21.344559,39.2938"
1531950572,2018-07-18T21:49:32Z,KNE434,"21.358475,39.287857"
1531950579,2018-07-18T21:49:39Z,KNE434,"21.365988,39.284618"
1531950586,2018-07-18T21:49:46Z,KNE434,"21.372644,39.281769"
1531950595,2018-07-18T21:49:55Z,KNE434,"21.38736,39.275475"
1531950606,2018-07-18T21:50:06Z,KNE434,"21.397875,39.270985"
1531950613,2018-07-18T21:50:13Z,KNE434,"21.404951,39.267986"
1531950625,2018-07-18T21:50:25Z,KNE434,"21.418671,39.262089"
1531950639,2018-07-18T21:50:39Z,KNE434,"21.432278,39.256287"
1531950653,2018-07-18T21:50:53Z,KNE434,"21.447594,39.249775"
1531950660,2018-07-18T21:51:00Z,KNE434,"21.453278,39.24736"
1531950667,2018-07-18T21:51:07Z,KNE434,"21.459139,39.244843"
1531950678,2018-07-18T21:51:18Z,KNE434,"21.469894,39.240269"
1531950685,2018-07-18T21:51:25Z,KNE434,"21.475342,39.238022"
1531950697,2018-07-18T21:51:37Z,KNE434,"21.486465,39.233601"
1531950709,2018-07-18T21:51:49Z,KNE434,"21.496893,39.229534"
1531950715,2018-07-18T21:51:55Z,KNE434,"21.50235,39.227432"
1531950721,2018-07-18T21:52:01Z,KNE434,"21.507751,39.225338"
1531950727,2018-07-18T21:52:07Z,KNE434,"21.51329,39.22319"
1531950734,2018-07-18T21:52:14Z,KNE434,"21.518509,39.221142"
1531950741,2018-07-18T21:52:21Z,KNE434,"21.523985,39.219006"
1531950747,2018-07-18T21:52:27Z,KNE434,"21.529387,39.216869"
1531950753,2018-07-18T21:52:33Z,KNE434,"21.534599,39.214783"
1531950760,2018-07-18T21:52:40Z,KNE434,"21.540161,39.212551"
1531950766,2018-07-18T21:52:46Z,KNE434,"21.545353,39.21056"
1531950772,2018-07-18T21:52:52Z,KNE434,"21.550919,39.208359"
1531950778,2018-07-18T21:52:58Z,KNE434,"21.556549,39.206112"
1531950788,2018-07-18T21:53:08Z,KNE434,"21.567398,39.201866"
1531950796,2018-07-18T21:53:16Z,KNE434,"21.572634,39.19978"
1531950802,2018-07-18T21:53:22Z,KNE434,"21.577469,39.197872"
1531951030,2018-07-18T21:57:10Z,KNE434,"21.683147,39.152843"
1531951039,2018-07-18T21:57:19Z,KNE434,"21.682915,39.152164"
1531951046,2018-07-18T21:57:26Z,KNE434,"21.68256,39.151127"
1531951052,2018-07-18T21:57:32Z,KNE434,"21.682285,39.150341"
1531951059,2018-07-18T21:57:39Z,KNE434,"21.682011,39.149567"
1531951067,2018-07-18T21:57:47Z,KNE434,"21.681633,39.148468"
1531951077,2018-07-18T21:57:57Z,KNE434,"21.681227,39.147289"
1531951083,2018-07-18T21:58:03Z,KNE434,"21.680958,39.146511"
1531951089,2018-07-18T21:58:09Z,KNE434,"21.680683,39.145699"
1531951096,2018-07-18T21:58:16Z,KNE434,"21.680437,39.145012"
1531951103,2018-07-18T21:58:23Z,KNE434,"21.680225,39.144386"
1531951112,2018-07-18T21:58:32Z,KNE434,"21.679935,39.143497"
1531951118,2018-07-18T21:58:38Z,KNE434,"21.679796,39.143269"
1531951125,2018-07-18T21:58:45Z,KNE434,"21.679573,39.143188"
1531951135,2018-07-18T21:58:55Z,KNE434,"21.679333,39.143402"
1531951142,2018-07-18T21:59:02Z,KNE434,"21.679237,39.143726"
1531951164,2018-07-18T21:59:24Z,KNE434,"21.679173,39.143963"
1532032099,2018-07-19T20:28:19Z,KNE434,"18.366257,42.246601"
1532032133,2018-07-19T20:28:53Z,KNE434,"18.40361,42.203587"
1532032193,2018-07-19T20:29:53Z,KNE434,"18.476212,42.119236"
1532032258,2018-07-19T20:30:58Z,KNE434,"18.56238,42.019409"
1532032323,2018-07-19T20:32:03Z,KNE434,"18.653503,41.913822"
1532032385,2018-07-19T20:33:05Z,KNE434,"18.741898,41.810974"
1532032447,2018-07-19T20:34:07Z,KNE434,"18.830753,41.70715"
1532032509,2018-07-19T20:35:09Z,KNE434,"18.921936,41.600861"
1532032569,2018-07-19T20:36:09Z,KNE434,"19.013031,41.494087"
1532032634,2018-07-19T20:37:14Z,KNE434,"19.1096,41.380703"
1532032698,2018-07-19T20:38:18Z,KNE434,"19.202545,41.271271"
1532032757,2018-07-19T20:39:17Z,KNE434,"19.297672,41.159531"
1532032821,2018-07-19T20:40:21Z,KNE434,"19.389175,41.046589"
1532032883,2018-07-19T20:41:23Z,KNE434,"19.471893,40.925789"
1532032953,2018-07-19T20:42:33Z,KNE434,"19.563299,40.792587"
1532033012,2018-07-19T20:43:32Z,KNE434,"19.64566,40.672318"
1532033076,2018-07-19T20:44:36Z,KNE434,"19.7276,40.552105"
1532033138,2018-07-19T20:45:38Z,KNE434,"19.802078,40.443027"
1532033201,2018-07-19T20:46:41Z,KNE434,"19.876923,40.333214"
1532033232,2018-07-19T20:47:12Z,KNE434,"19.91379,40.279125"
1532033296,2018-07-19T20:48:16Z,KNE434,"19.990509,40.166016"
1532033385,2018-07-19T20:49:45Z,KNE434,"20.09339,40.013954"
1532033447,2018-07-19T20:50:47Z,KNE434,"20.165359,39.907387"
1532033508,2018-07-19T20:51:48Z,KNE434,"20.237003,39.811306"
